Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1	selec.file.2	sound.files.num	sf.element
1194	Spectrogram 1	1	48.260000000	48.414705510	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	48.260	4619.8	9276.0		c	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-c
1195	Spectrogram 1	1	48.635000000	48.760860386	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	48.635	5489.4	9489.4		d	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-d
1196	Spectrogram 1	1	48.964000000	49.109520334	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	48.964	5489.4	9837.2		e	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-e
1197	Spectrogram 1	1	49.350000000	49.495938125	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	49.350	4967.6	10185.0		f	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-f
1198	Spectrogram 1	1	49.808000000	49.925278996	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	49.808	4445.9	9663.3		g	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-g
1207	Spectrogram 1	1	50.902000000	51.002116217	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	50.902	4272.0	9489.4		n	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-n
1208	Spectrogram 1	1	51.683000000	51.820302239	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	51.683	4793.7	10706.8		o	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-o
1199	Spectrogram 1	1	52.679000000	52.801999924	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	52.679	4793.7	9663.3		p	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-p
1200	Spectrogram 1	1	52.868000000	53.089481874	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	52.868	5837.2	10011.1		q	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-q
1209	Spectrogram 1	1	53.623000000	53.745999923	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	53.623	5489.4	10532.9		r	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-r
1210	Spectrogram 1	1	53.797000000	53.942883630	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	53.797	4098.1	8272.0		s	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-s
1176	Spectrogram 1	1	54.255000000	54.424358378	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	54.255	4793.7	9837.2		a	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-a
1177	Spectrogram 1	1	54.667000000	54.830046410	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	54.667	5141.5	10185.0		b	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-b
1178	Spectrogram 1	1	55.082000000	55.242185947	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	55.082	4098.1	9315.5		c	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-c
1179	Spectrogram 1	1	55.465000000	55.579418533	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	55.465	5315.5	9837.2		d	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-d
1180	Spectrogram 1	1	55.848000000	55.970999924	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	55.848	4967.6	9837.2		e	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-e
1181	Spectrogram 1	1	56.346000000	56.494290292	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	56.346	4793.7	10011.1		f	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-f
1182	Spectrogram 1	1	56.786000000	56.942682704	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	56.786	3977.0	10532.9		g	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-g
3349	Spectrogram 1	1	88.785000000	88.929650551	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	88.785	4795.2	10213.6		99	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	019.wav	019.wav-99
3350	Spectrogram 1	1	89.469000000	89.619849860	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	89.469	6066.8	10434.7		99	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA		vervain_selections_all_files.txt	019.wav	019.wav-99
1237	Spectrogram 1	1	90.304000000	90.426999923	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	90.304	4979.4	10022.9		p	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-p
1238	Spectrogram 1	1	90.479000000	90.647767337	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	90.479	5675.0	9849.0		q	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-q
1235	Spectrogram 1	1	91.188000000	91.302418533	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	91.188	6022.9	10196.8		r	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-r
1236	Spectrogram 1	1	91.354000000	91.494162703	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	91.354	4457.6	7414.2		s	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-s
1241	Spectrogram 1	1	92.089000000	92.214860387	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	92.089	5327.2	9849.0		f	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-f
1239	Spectrogram 1	1	92.598000000	92.735302240	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	92.598	5153.3	9675.0		g	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-g
1240	Spectrogram 1	1	93.067000000	93.187264319	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	93.067	4805.5	9501.1		h	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-h
1229	Spectrogram 1	1	93.554000000	93.725627800	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	93.554	4979.4	9849.0		i	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-i
1230	Spectrogram 1	1	94.046000000	94.158489447	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	94.046	4457.6	10022.9		j	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-j
1231	Spectrogram 1	1	94.217000000	94.319976680	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	94.217	5501.1	8979.4		k	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-k
1232	Spectrogram 1	1	94.621000000	94.804069653	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	94.621	7240.3	9849.0		l	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-l
1233	Spectrogram 1	1	95.044000000	95.214438468	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	95.044	5501.1	9849.0		m	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-m
1234	Spectrogram 1	1	95.436000000	95.538976680	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	95.436	4805.5	9675.0		n	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-n
1242	Spectrogram 1	1	96.023000000	96.117395290	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	96.023	4631.6	8979.4		o	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-o
1246	Spectrogram 1	1	97.049000000	97.140534827	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	97.049	4109.8	9327.2		n	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-n
1247	Spectrogram 1	1	97.604000000	97.748144035	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	97.604	3762.0	10022.9		o	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-o
1243	Spectrogram 1	1	98.568000000	98.702441777	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	98.568	4805.5	9153.3		p	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-p
1244	Spectrogram 1	1	98.763000000	98.946069653	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	98.763	4979.4	9501.1		q	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-q
1245	Spectrogram 1	1	99.406000000	99.520418534	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	99.406	5327.2	9675.0		r	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-r
1248	Spectrogram 1	1	99.581000000	99.718302240	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	99.581	4631.6	8109.8		s	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-s
1249	Spectrogram 1	1	99.998000000	100.166767337	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	99.998	4631.6	9849.0		a	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-a
1250	Spectrogram 1	1	100.388000000	100.553906874	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	100.388	5501.1	9849.0		b	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-b
1251	Spectrogram 1	1	100.794000000	100.959906874	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	100.794	4631.6	9849.0		c	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-c
1252	Spectrogram 1	1	101.237000000	101.374302240	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	101.237	5153.3	9501.1		d	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-d
1253	Spectrogram 1	1	102.177000000	102.251372047	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	102.177	3762.0	9327.2		n	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-n
1254	Spectrogram 1	1	102.718000000	102.851672331	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	102.718	3588.1	9501.1		o	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-o
1255	Spectrogram 1	1	103.805000000	103.942302240	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	103.805	3935.9	10370.7		p	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-p
1256	Spectrogram 1	1	103.991000000	104.219837066	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	103.991	5501.1	9849.0		q	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-q
1257	Spectrogram 1	1	104.752000000	104.860697607	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	104.752	4283.7	10196.8		r	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-r
1258	Spectrogram 1	1	104.918000000	105.058162704	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	104.918	4283.7	8109.8		s	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-s
1259	Spectrogram 1	1	105.710000000	105.857958032	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	105.710	4631.6	9675.0		f	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-f
1260	Spectrogram 1	1	106.248000000	106.391023167	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	106.248	3935.9	9849.0		g	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-g
1261	Spectrogram 1	1	106.754000000	106.894162703	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	106.754	4979.4	10196.8		h	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-h
1262	Spectrogram 1	1	107.326000000	107.498708566	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	107.326	4805.5	10544.6		i	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-i
1263	Spectrogram 1	1	107.906000000	108.014697606	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	107.906	4629.3	9849.0		j	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-j
1215	Spectrogram 1	1	108.060000000	108.177278997	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	108.060	5327.2	9849.0		k	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-k
1216	Spectrogram 1	1	108.521000000	108.672604557	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	108.521	7066.3	10022.9		l	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-l
1217	Spectrogram 1	1	108.961000000	109.112604556	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	108.961	4805.5	9849.0		m	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-m
1218	Spectrogram 1	1	109.410000000	109.484372046	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	109.410	4805.5	9327.2		n	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-n
1219	Spectrogram 1	1	109.888000000	109.939488340	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	109.888	3762.0	10022.9		o	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-o
1213	Spectrogram 1	1	112.065000000	112.208023166	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	112.065	3935.9	11066.3		p	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-p
1214	Spectrogram 1	1	112.265000000	112.419465020	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	112.265	5501.1	9153.3		q	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-q
1224	Spectrogram 1	1	113.463000000	113.620325483	ARAYA-SAL-019.wav	C:\Users\melan\Documents\vervain_recs\converted_sound_files\ARAYA-SAL-019.wav	113.463	5327.2	9675.0		a	NA	NA	1	Own recordins	Dominican Republic	Fundacion Punta Cana	NA	NA				NA	NA	NA	vervain.selections.txt	vervain_selections_all_files.txt	019.wav	019.wav-a
