Selection	View	Channel	Begin Time (s)	End Time (s)	Begin File	Begin Path	File Offset (s)	Low Freq (Hz)	High Freq (Hz)	selec.file	element	gap	song	Indiv	Source	Country	Location	Coor.Lat	Coor.Long	Date	Entered.by	Comments	Male.ID.comment	ovlp.sels	old.selec	selec.file.1
58	Spectrogram 1	1	376.269505669	376.471770971	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	106.252	2808.5	9957.4	ARAYA-SAL-027.Table.1.selections.txt	j	0.389043973999989	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	11	vervain.selections.txt
59	Spectrogram 1	1	376.732505669	376.938816277	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	106.715	3829.8	9702.1	ARAYA-SAL-027.Table.1.selections.txt	k	0.389043973999989	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	12	vervain.selections.txt
60	Spectrogram 1	1	377.325505669	377.493581273	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	107.308	4936.2	9531.9	ARAYA-SAL-027.Table.1.selections.txt	l	0.366794176999989	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	14	vervain.selections.txt
61	Spectrogram 1	1	377.858427635	378.050001870	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	107.841	5240.2	10261.5	ARAYA-SAL-027.Table.1.selections.txt	u	0.393764336999993	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	24	vervain.selections.txt
62	Spectrogram 1	1	378.431505669	378.652306577	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	108.414	4085.1	9480.9	ARAYA-SAL-027.Table.1.selections.txt	s	0.415340465	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	25	vervain.selections.txt
63	Spectrogram 1	1	378.793505669	378.995103586	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	108.776	4680.9	9111.2	ARAYA-SAL-027.Table.1.selections.txt	n	0.339824016000009	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	26	vervain.selections.txt
64	Spectrogram 1	1	379.323617385	379.445978115	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	109.306	3829.8	10808.5	ARAYA-SAL-027.Table.1.selections.txt	x	0.318247888000002	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	22	vervain.selections.txt
65	Spectrogram 1	1	379.686505669	379.872589746	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	109.669	5787.2	10808.5	ARAYA-SAL-027.Table.1.selections.txt	w	0.366794176999989	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	23	vervain.selections.txt
66	Spectrogram 1	1	380.056505669	380.192023421	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	110.039	4595.7	10808.5	ARAYA-SAL-027.Table.1.selections.txt	o	0.269701600000005	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	27	vervain.selections.txt
67	Spectrogram 1	1	380.382505669	380.520046075	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	110.365	6468.1	10638.3	ARAYA-SAL-027.Table.1.selections.txt	v	0.291277729000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	28	vervain.selections.txt
68	Spectrogram 1	1	381.198505669	381.392680359	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	111.181	5531.9	10638.3	ARAYA-SAL-027.Table.1.selections.txt	a	0.431522560999994	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	29	vervain.selections.txt
69	Spectrogram 1	1	381.776505669	381.887896224	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	111.759	2553.2	7744.7	ARAYA-SAL-027.Table.1.selections.txt	b	0.183397088999996	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	15	vervain.selections.txt
70	Spectrogram 1	1	381.956505669	382.122363217	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	111.939	4510.6	8085.1	ARAYA-SAL-027.Table.1.selections.txt	c	0.318247887999988	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	16	vervain.selections.txt
71	Spectrogram 1	1	382.456505669	382.646009150	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	112.439	3829.8	9106.4	ARAYA-SAL-027.Table.1.selections.txt	d	0.318247888000002	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	17	vervain.selections.txt
72	Spectrogram 1	1	382.920505669	383.083431351	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	112.903	4425.5	10468.1	ARAYA-SAL-027.Table.1.selections.txt	e	0.296671760999999	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	18	vervain.selections.txt
73	Spectrogram 1	1	383.364505669	383.548567094	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	113.347	5511.8	10015.4	ARAYA-SAL-027.Table.1.selections.txt	f	0.36140014499999	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	19	vervain.selections.txt
74	Spectrogram 1	1	383.851505669	384.055793624	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	113.834	4255.3	10042.6	ARAYA-SAL-027.Table.1.selections.txt	m	0.302065792999997	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	21	vervain.selections.txt
75	Spectrogram 1	1	384.254505669	384.392130347	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	114.237	5787.2	9617.0	ARAYA-SAL-027.Table.1.selections.txt	g	0.226549344999995	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	30	vervain.selections.txt
76	Spectrogram 1	1	384.505505669	384.686721526	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	114.488	4085.1	10212.8	ARAYA-SAL-027.Table.1.selections.txt	h	0.329035951999998	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	31	vervain.selections.txt
77	Spectrogram 1	1	385.100505669	385.274118483	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	115.083	4085.1	10042.6	ARAYA-SAL-027.Table.1.selections.txt	i	0.32364192	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	32	vervain.selections.txt
78	Spectrogram 1	1	385.757961671	385.897222956	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	115.740	4085.1	10893.6	ARAYA-SAL-027.Table.1.selections.txt	j	0.34521804900001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	33	vervain.selections.txt
79	Spectrogram 1	1	386.186457932	386.370354244	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	116.169	4766.0	9880.9	ARAYA-SAL-027.Table.1.selections.txt	k	0.356006112000003	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	34	vervain.selections.txt
80	Spectrogram 1	1	386.823505669	386.977227298	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	116.806	4936.2	9361.7	ARAYA-SAL-027.Table.1.selections.txt	l	0.334429985	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	36	vervain.selections.txt
81	Spectrogram 1	1	387.335505669	387.491249951	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	117.318	5531.9	10449.8	ARAYA-SAL-027.Table.1.selections.txt	u	0.32364192	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	37	vervain.selections.txt
82	Spectrogram 1	1	387.855781698	388.023661898	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	117.838	4776.8	9202.3	ARAYA-SAL-027.Table.1.selections.txt	s	0.33442998400001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	38	vervain.selections.txt
83	Spectrogram 1	1	388.227505669	388.413589747	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	118.210	5702.1	9191.5	ARAYA-SAL-027.Table.1.selections.txt	n	0.291277729000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	39	vervain.selections.txt
84	Spectrogram 1	1	388.662505669	388.777796891	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	118.645	5617.0	10553.2	ARAYA-SAL-027.Table.1.selections.txt	x	0.264307568999996	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	40	vervain.selections.txt
85	Spectrogram 1	1	389.005505669	389.157204645	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	118.988	6127.7	10553.2	ARAYA-SAL-027.Table.1.selections.txt	w	0.269701600000005	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	41	vervain.selections.txt
86	Spectrogram 1	1	389.382505669	389.570612400	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	119.365	4510.6	10042.6	ARAYA-SAL-027.Table.1.selections.txt	o	0.296671759999995	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	42	vervain.selections.txt
87	Spectrogram 1	1	389.740505669	389.896249951	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	119.723	6468.1	10808.5	ARAYA-SAL-027.Table.1.selections.txt	v	0.291277729000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	43	vervain.selections.txt
88	Spectrogram 1	1	390.063505669	390.199023421	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	120.046	5531.9	10297.9	ARAYA-SAL-027.Table.1.selections.txt	p	0.237337408999991	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	57	vervain.selections.txt
89	Spectrogram 1	1	390.338505669	390.500317911	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	120.321	4766.0	10638.3	ARAYA-SAL-027.Table.1.selections.txt	y	0.334429985	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	56	vervain.selections.txt
90	Spectrogram 1	1	390.730505669	390.851864850	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	120.713	4680.9	9957.4	ARAYA-SAL-027.Table.1.selections.txt	u	0.237337407999988	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	58	vervain.selections.txt
91	Spectrogram 1	1	390.994505669	391.167596325	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	120.977	5872.3	10042.6	ARAYA-SAL-027.Table.1.selections.txt	t	0.318247888999991	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	59	vervain.selections.txt
92	Spectrogram 1	1	391.346505669	391.506627871	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	121.329	6212.8	9617.0	ARAYA-SAL-027.Table.1.selections.txt	q	0.275095632000003	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	61	vervain.selections.txt
93	Spectrogram 1	1	391.664505669	391.810136686	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	121.647	5957.4	10553.2	ARAYA-SAL-027.Table.1.selections.txt	e	0.334429985	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	60	vervain.selections.txt
94	Spectrogram 1	1	392.032505669	392.198708463	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	122.015	5276.6	10808.5	ARAYA-SAL-027.Table.1.selections.txt	r	0.302065792999997	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	62	vervain.selections.txt
95	Spectrogram 1	1	392.355505669	392.477834579	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	122.338	5531.9	10893.6	ARAYA-SAL-027.Table.1.selections.txt	z	NA	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	63	vervain.selections.txt
96	Spectrogram 1	1	392.774505669	392.938340564	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	122.757	3234.0	10808.5	ARAYA-SAL-027.Table.1.selections.txt	a	0.377601505000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	46	vervain.selections.txt
97	Spectrogram 1	1	393.280505669	393.367479749	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	123.263	2212.8	11234.0	ARAYA-SAL-027.Table.1.selections.txt	b	0.179265361000006	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	44	vervain.selections.txt
98	Spectrogram 1	1	393.465505669	393.634110386	ARAYA-SAL-027.wav	C:/Users/melan/Documents/vervain_recs/converted_sound_files/ARAYA-SAL-027.wav	123.448	4595.7	7829.8	ARAYA-SAL-027.Table.1.selections.txt	c	0.244106023000001	NA	2	Own recordins	Dominican Republic	Tree in back of parking lot of Pueblos Indigenas (?), 5 m perch	18.513739	-68.379637	13-Jan-18	PH	Has been singing for a while with long pauses, territory goes back into dense vegetation but trees are not very high, sunny, 20% clouds, 18 degrees C	NA	NA	45	vervain.selections.txt
